,Max,Min,Mean,Var,Gender,label
261,163,113,130.38,154.03595959595958,1,1
262,217,103,136.7,757.3838383838382,1,1
263,190,116,140.75,353.9469696969697,1,1
264,186,106,131.97,387.9889898989899,1,1
265,180,116,133.5,218.15151515151516,1,1
266,176,112,132.71,185.9857575757576,1,1
267,184,110,131.05,262.45202020202026,1,1
268,168,108,131.25,219.7449494949495,1,1
269,192,109,135.31,417.0847474747474,1,1
270,166,101,129.13,287.52838383838383,1,1
271,200,109,135.14,384.6670707070707,1,1
272,188,126,153.82,189.60363636363635,1,1
273,227,162,186.52,200.4339393939394,1,1
274,184,114,138.95,224.65404040404036,1,1
275,169,110,128.07,231.19707070707074,1,1
276,164,106,126.73,226.66373737373738,1,1
277,177,109,129.69,264.88272727272727,1,1
278,156,107,125.38,113.38949494949495,1,1
279,204,108,129.06,303.2084848484849,1,1
280,189,108,136.51,346.61606060606056,1,1
281,178,112,131.32,265.20969696969695,1,1
282,192,111,136.17,371.940505050505,1,1
283,189,106,135.66,443.33777777777766,1,1
284,186,109,133.25,322.25,1,1
285,181,106,131.34,330.14585858585866,1,1
286,161,100,116.35,210.59343434343438,1,1
287,162,101,121.55,171.68434343434348,1,1
288,183,109,132.07,349.7223232323233,1,1
289,214,114,145.36,526.8185858585861,1,1
290,169,110,134.01,211.86858585858596,1,1
291,176,105,125.62,251.89454545454544,1,1
292,164,105,123.32,223.2703030303031,1,1
293,170,105,125.36,208.95999999999998,1,1
294,192,106,131.02,469.51474747474754,1,1
295,177,106,128.58,249.92282828282822,1,1
296,203,107,129.61,482.7857575757576,1,1
297,205,103,134.9,810.919191919192,1,1
298,184,102,123.66,385.05494949494954,1,1
299,193,110,128.63,249.89202020202026,1,1
300,174,118,142.57,227.58090909090907,1,2
301,179,111,136.01,173.36353535353538,1,2
302,176,108,133.49,219.48474747474742,1,2
303,153,112,126.33,81.05161616161615,1,2
304,209,120,135.55,127.48232323232324,1,2
305,247,115,157.55,1053.4015151515152,1,2
306,169,110,132.73,194.15868686868694,1,2
307,155,106,127.71,151.76353535353533,1,2
308,158,112,132.67,110.38494949494948,1,2
309,168,101,122.64,310.8185858585859,1,2
310,161,113,127.5,159.4848484848485,1,2
311,153,108,126.96,144.72565656565658,1,2
312,166,101,120.94,140.54181818181814,1,2
313,157,97,114.25,185.38131313131314,1,2
314,146,98,112.68,119.65414141414142,1,2
315,163,102,118.1,89.94949494949495,1,2
316,194,100,128.84,715.1862626262625,1,2
317,149,98,114.82,116.3511111111111,1,2
318,129,98,110.07,60.51020202020203,1,2
319,124,96,105.59,41.41606060606059,1,2
320,121,95,105.03,42.292020202020204,1,2
321,128,96,105.49,33.62616161616162,1,2
322,141,99,110.32,124.96727272727274,1,2
323,124,98,105.71,31.662525252525246,1,2
324,128,98,105.62,26.35919191919192,1,2
325,131,99,109.77,42.07787878787878,1,2
326,114,99,105.68,10.280404040404038,1,2
327,124,97,104.18,13.987474747474748,1,2
328,128,98,107.37,41.892020202020205,1,2
329,116,94,101.74,18.416565656565655,1,2
330,121,97,107.27,30.603131313131314,1,2
331,136,95,106.43,50.429393939393925,1,2
332,141,101,111.12,71.41979797979799,1,2
333,138,96,107.06,54.15797979797979,1,2
334,145,124,130.87,17.831414141414143,1,2
335,151,104,114.48,63.44404040404039,1,2
336,143,102,111.39,30.462525252525253,1,2
337,135,103,110.33,26.728383838383838,1,2
338,126,103,109.57,14.328383838383838,1,2
339,203,99,110.26,126.49737373737375,1,2
340,202,104,125.85,416.14898989898995,1,2
341,131,98,105.99,21.20191919191919,1,2
342,139,100,111.1,83.42424242424244,1,2
343,126,103,111.2,37.07070707070707,1,2
344,126,99,110.89,57.47262626262625,1,2
345,134,101,108.52,39.88848484848486,1,2
346,121,98,108.95,30.57323232323232,1,2
347,135,101,115.36,57.10141414141414,1,2
348,137,98,107.64,72.96000000000001,1,2
349,119,96,102.26,25.42666666666667,1,2
350,194,101,136.67,461.2132323232324,1,3
351,194,106,128.15,310.49242424242425,1,3
352,148,105,124.52,120.65616161616163,1,3
353,160,100,123.32,160.4016161616162,1,3
354,153,99,118.04,139.51353535353536,1,3
355,159,101,119.24,112.54787878787879,1,3
356,139,103,118.33,46.667777777777786,1,3
357,168,111,130.12,141.33898989898992,1,3
358,188,113,135.43,299.78292929292934,1,3
359,216,112,137.58,540.629898989899,1,3
360,171,102,122.75,210.69444444444446,1,3
361,141,108,123.01,48.5150505050505,1,3
362,161,106,126.45,124.63383838383841,1,3
363,167,101,126.53,236.39303030303034,1,3
364,186,106,130.96,246.38222222222223,1,3
365,167,107,130.46,198.85696969696966,1,3
366,170,109,130.3,259.5656565656565,1,3
367,174,108,127.6,207.65656565656565,1,3
368,160,100,121.44,174.61252525252524,1,3
369,189,95,121.37,358.98292929292944,1,3
370,160,92,107.14,168.50545454545454,1,3
371,155,96,114.6,262.8484848484848,1,3
372,154,98,111.27,157.24959595959595,1,3
373,236,91,124.53,1065.8071717171715,1,3
374,148,91,110.58,112.48848484848486,1,3
375,214,100,126.7,536.2525252525252,1,3
376,205,99,122.02,527.090505050505,1,3
377,143,103,120.8,97.37373737373737,1,3
378,180,97,116.83,389.33444444444444,1,3
379,170,92,114.41,367.27464646464654,1,3
380,124,93,106.71,49.601919191919194,1,3
381,168,92,111.88,310.9551515151515,1,3
382,146,94,115.57,221.50010101010102,1,3
383,181,119,146.45,150.1287878787879,1,3
384,145,105,123.14,81.37414141414142,1,3
385,157,93,109.51,179.5251515151515,1,3
386,124,94,106.82,48.633939393939386,1,3
387,178,102,125.54,283.4630303030303,1,3
388,201,108,132.47,399.3021212121212,1,3
389,195,105,130.0,350.52525252525254,1,3
390,166,106,121.49,123.96959595959598,1,3
391,141,100,116.44,88.24888888888889,1,3
392,150,94,105.62,122.05616161616159,1,3
393,225,97,121.22,529.0622222222222,1,3
394,179,94,119.17,442.14252525252533,1,3
395,191,96,123.35,410.1287878787879,1,3
396,137,94,110.65,117.78535353535355,1,3
397,150,100,118.41,129.47666666666666,1,3
398,157,98,113.95,84.91666666666669,1,3
399,142,94,110.05050505050505,133.90558647701505,1,3
